,iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality
201,KOR,Asia,South Korea,2020-08-09,14626.0,28.0,33.857,305.0,0.0,0.5710000000000001,285.279,0.546,0.66,5.949,0.0,0.011000000000000001,1.14,,,,,,,,,3438.0,1607847.0,31.361,0.067,7053.0,0.138,0.005,208.3,people tested,,,,,,,,,,53.24,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,3.3
202,KOR,Asia,South Korea,2020-08-10,14660.0,34.0,33.857,305.0,0.0,0.5710000000000001,285.942,0.6629999999999999,0.66,5.949,0.0,0.011000000000000001,1.3,,,,,,,,,4060.0,1611907.0,31.44,0.079,7079.0,0.138,0.005,209.1,people tested,,,,,,,,,,53.24,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,
203,KOR,Asia,South Korea,2020-08-11,14714.0,54.0,36.857,305.0,0.0,0.429,286.995,1.053,0.7190000000000001,5.949,0.0,0.008,1.56,,,,,,,,,8448.0,1620355.0,31.605,0.165,7043.0,0.13699999999999998,0.005,191.1,people tested,,,,,,,,,,53.24,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,
204,KOR,Asia,South Korea,2020-08-12,14770.0,56.0,38.714,305.0,0.0,0.429,288.087,1.092,0.755,5.949,0.0,0.008,1.87,,,,,,,,,8922.0,1629277.0,31.779,0.174,7083.0,0.138,0.005,183.0,people tested,,,,,,,,,,53.24,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,
205,KOR,Asia,South Korea,2020-08-13,14873.0,103.0,50.571000000000005,305.0,0.0,0.28600000000000003,290.096,2.009,0.986,5.949,0.0,0.006,2.38,,,,,,,,,7823.0,1637100.0,31.930999999999997,0.153,6949.0,0.136,0.006999999999999999,137.4,people tested,,,,,,,,,,53.24,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,
206,KOR,Asia,South Korea,2020-08-14,15039.0,166.0,68.143,305.0,0.0,0.14300000000000002,293.334,3.238,1.329,5.949,0.0,0.003,2.8,,,,,,,,,7852.0,1644952.0,32.085,0.153,6910.0,0.135,0.01,101.4,people tested,,,,,,,,,,53.24,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,
207,KOR,Asia,South Korea,2020-08-15,15318.0,279.0,102.85700000000001,305.0,0.0,0.0,298.776,5.442,2.006,5.949,0.0,0.0,2.98,,,,,,,,,8726.0,1653678.0,32.255,0.17,7038.0,0.13699999999999998,0.015,68.4,people tested,,,,,,,,,,53.24,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,
208,KOR,Asia,South Korea,2020-08-16,15515.0,197.0,127.0,305.0,0.0,0.0,302.618,3.842,2.477,5.949,0.0,0.0,2.65,,,,,,,,,6104.0,1659782.0,32.374,0.11900000000000001,7419.0,0.145,0.017,58.4,people tested,,,,,,,,,,53.24,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,11.5
209,KOR,Asia,South Korea,2020-08-17,15761.0,246.0,157.286,306.0,1.0,0.14300000000000002,307.41700000000003,4.798,3.068,5.968,0.02,0.003,2.41,,,,,,,,,5724.0,1665506.0,32.486,0.11199999999999999,7657.0,0.149,0.021,48.7,people tested,,,,,,,,,,53.24,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,
210,KOR,Asia,South Korea,2020-08-18,16058.0,297.0,192.0,306.0,0.0,0.14300000000000002,313.21,5.792999999999999,3.745,5.968,0.0,0.003,2.19,,,,,,,,,6317.0,1671823.0,32.609,0.12300000000000001,7353.0,0.14300000000000002,0.026000000000000002,38.3,people tested,,,,,,,,,,53.24,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,
211,KOR,Asia,South Korea,2020-08-19,16346.0,288.0,225.143,307.0,1.0,0.28600000000000003,318.827,5.617000000000001,4.391,5.9879999999999995,0.02,0.006,1.98,,,,,,,,,12219.0,1684042.0,32.847,0.23800000000000002,7824.0,0.153,0.028999999999999998,34.8,people tested,,,,,,,,,,53.24,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,
212,KOR,Asia,South Korea,2020-08-20,16670.0,324.0,256.714,309.0,2.0,0.5710000000000001,325.147,6.32,5.007,6.027,0.039,0.011000000000000001,1.83,,,,,,,,,15043.0,1699085.0,33.14,0.293,8855.0,0.17300000000000001,0.028999999999999998,34.5,people tested,,,,,,,,,,53.24,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,
213,KOR,Asia,South Korea,2020-08-21,17002.0,332.0,280.42900000000003,309.0,0.0,0.5710000000000001,331.62199999999996,6.476,5.47,6.027,0.0,0.011000000000000001,1.69,,,,,,,,,16993.0,1716078.0,33.472,0.331,10161.0,0.198,0.027999999999999997,36.2,people tested,,,,,,,,,,53.24,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,
214,KOR,Asia,South Korea,2020-08-22,17399.0,397.0,297.286,309.0,0.0,0.5710000000000001,339.366,7.742999999999999,5.7989999999999995,6.027,0.0,0.011000000000000001,1.59,,,,,,,,,17295.0,1733373.0,33.809,0.337,11385.0,0.222,0.026000000000000002,38.3,people tested,,,,,,,,,,53.24,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,
215,KOR,Asia,South Korea,2020-08-23,17665.0,266.0,307.143,309.0,0.0,0.5710000000000001,344.55400000000003,5.188,5.9910000000000005,6.027,0.0,0.011000000000000001,1.48,,,,,,,,,10249.0,1743622.0,34.009,0.2,11977.0,0.23399999999999999,0.026000000000000002,39.0,people tested,,,,,,,,,,53.24,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,15.74
216,KOR,Asia,South Korea,2020-08-24,17945.0,280.0,312.0,310.0,1.0,0.5710000000000001,350.015,5.461,6.086,6.047000000000001,0.02,0.011000000000000001,1.38,,,,,,,,,12805.0,1756427.0,34.259,0.25,12989.0,0.253,0.024,41.6,people tested,,,,,,,,,,53.24,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,
217,KOR,Asia,South Korea,2020-08-25,18265.0,320.0,315.286,312.0,2.0,0.857,356.25699999999995,6.242000000000001,6.15,6.086,0.039,0.017,1.34,,,,,,,,,19048.0,1775475.0,34.63,0.37200000000000005,14807.0,0.289,0.021,47.0,people tested,,,,,,,,,,53.24,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,
218,KOR,Asia,South Korea,2020-08-26,18706.0,441.0,337.14300000000003,313.0,1.0,0.857,364.85900000000004,8.602,6.5760000000000005,6.105,0.02,0.017,1.36,,,,,,,,,21236.0,1796711.0,35.045,0.414,16096.0,0.314,0.021,47.7,people tested,,,,,,,,,,53.24,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,
219,KOR,Asia,South Korea,2020-08-27,19077.0,371.0,343.85699999999997,316.0,3.0,1.0,372.095,7.236000000000001,6.707000000000001,6.164,0.059000000000000004,0.02,1.23,,,,,,,,,20827.0,1817538.0,35.451,0.406,16922.0,0.33,0.02,49.2,people tested,,,,,,,,,,53.24,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,
220,KOR,Asia,South Korea,2020-08-28,19400.0,323.0,342.57099999999997,321.0,5.0,1.714,378.395,6.3,6.682,6.261,0.098,0.033,1.09,,,,,,,,,19468.0,1837006.0,35.830999999999996,0.38,17275.0,0.337,0.02,50.4,people tested,,,,,,,,,,53.24,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,
221,KOR,Asia,South Korea,2020-08-29,19699.0,299.0,328.57099999999997,323.0,2.0,2.0,384.227,5.832000000000001,6.409,6.3,0.039,0.039,1.0,,,,,,,,,18277.0,1855283.0,36.187,0.35600000000000004,17416.0,0.34,0.019,53.0,people tested,,,,,,,,,,53.24,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,
222,KOR,Asia,South Korea,2020-08-30,19947.0,248.0,326.0,324.0,1.0,2.1430000000000002,389.064,4.837,6.359,6.32,0.02,0.042,0.98,,,,,,,,,10866.0,1866149.0,36.399,0.212,17504.0,0.341,0.019,53.7,people tested,,,,,,,,,,53.24,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,13.3
223,KOR,Asia,South Korea,2020-08-31,20182.0,235.0,319.57099999999997,324.0,0.0,2.0,393.648,4.584,6.233,6.32,0.0,0.039,0.92,,,,,,,,,13664.0,1879813.0,36.666,0.267,17627.0,0.344,0.018000000000000002,55.2,people tested,,,,,,,,,,53.24,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,
224,KOR,Asia,South Korea,2020-09-01,20449.0,267.0,312.0,326.0,2.0,2.0,398.856,5.207999999999999,6.086,6.359,0.039,0.039,0.83,,,,,,,,,22524.0,1902337.0,37.105,0.439,18123.0,0.353,0.017,58.1,people tested,,,,,,,,,,53.24,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,
225,KOR,Asia,South Korea,2020-09-02,20644.0,195.0,276.857,329.0,3.0,2.286,402.659,3.803,5.4,6.417000000000001,0.059000000000000004,0.045,0.73,,,,,,,,,21210.0,1923547.0,37.519,0.414,18119.0,0.353,0.015,65.4,people tested,,,,,,,,,,50.46,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,
226,KOR,Asia,South Korea,2020-09-03,20842.0,198.0,252.143,331.0,2.0,2.1430000000000002,406.52099999999996,3.862,4.918,6.456,0.039,0.042,0.68,,,,,,,,,21481.0,1945028.0,37.938,0.419,18213.0,0.355,0.013999999999999999,72.2,people tested,,,,,,,,,,50.46,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,
227,KOR,Asia,South Korea,2020-09-04,21010.0,168.0,230.0,333.0,2.0,1.714,409.798,3.2769999999999997,4.486000000000001,6.495,0.039,0.033,0.66,,,,,,,,,,,,,18285.0,0.35700000000000004,0.013000000000000001,79.5,people tested,,,,,,,,,,50.46,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,
228,KOR,Asia,South Korea,2020-09-05,21177.0,167.0,211.143,334.0,1.0,1.571,413.055,3.2569999999999997,4.118,6.515,0.02,0.031,0.66,,,,,,,,,,1984968.0,38.717,,18526.0,0.361,0.011000000000000001,87.7,people tested,,,,,,,,,,50.46,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,
229,KOR,Asia,South Korea,2020-09-06,21296.0,119.0,192.71400000000003,336.0,2.0,1.714,415.376,2.3209999999999997,3.759,6.553999999999999,0.039,0.033,0.69,,,,,,,,,11346.0,1996314.0,38.938,0.221,18595.0,0.363,0.01,96.5,people tested,,,,,,,,,,50.46,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,7.58
230,KOR,Asia,South Korea,2020-09-07,21432.0,136.0,178.571,341.0,5.0,2.4290000000000003,418.029,2.653,3.483,6.651,0.098,0.047,0.71,,,,,,,,,7874.0,2004188.0,39.091,0.154,17768.0,0.34700000000000003,0.01,99.5,people tested,,,,,,,,,,50.46,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,
231,KOR,Asia,South Korea,2020-09-08,21588.0,156.0,162.714,344.0,3.0,2.571,421.07199999999995,3.043,3.174,6.71,0.059000000000000004,0.05,0.71,,,,,,,,,18520.0,2022708.0,39.453,0.361,17196.0,0.335,0.009000000000000001,105.7,people tested,,,,,,,,,,50.46,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,
232,KOR,Asia,South Korea,2020-09-09,21743.0,155.0,157.0,346.0,2.0,2.4290000000000003,424.095,3.023,3.062,6.749,0.039,0.047,0.71,,,,,,,,,22993.0,2045701.0,39.900999999999996,0.44799999999999995,17451.0,0.34,0.009000000000000001,111.2,people tested,,,,,,,,,,50.46,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,
233,KOR,Asia,South Korea,2020-09-10,21919.0,176.0,153.857,350.0,4.0,2.714,427.528,3.4330000000000003,3.0010000000000003,6.827000000000001,0.078,0.053,0.74,,,,,,,,,20872.0,2066573.0,40.308,0.40700000000000003,17364.0,0.33899999999999997,0.009000000000000001,112.9,people tested,,,,,,,,,,50.46,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,
234,KOR,Asia,South Korea,2020-09-11,22055.0,136.0,149.286,355.0,5.0,3.1430000000000002,430.18,2.653,2.912,6.9239999999999995,0.098,0.061,0.72,,,,,,,,,23215.0,2089788.0,40.760999999999996,0.45299999999999996,17827.0,0.348,0.008,119.4,people tested,,,,,,,,,,50.46,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,
235,KOR,Asia,South Korea,2020-09-12,22176.0,121.0,142.714,358.0,3.0,3.429,432.541,2.36,2.784,6.983,0.059000000000000004,0.067,0.71,,,,,,,,,17843.0,2107631.0,41.108999999999995,0.348,17523.0,0.342,0.008,122.8,people tested,,,,,,,,,,50.46,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,
236,KOR,Asia,South Korea,2020-09-13,22285.0,109.0,141.286,363.0,5.0,3.8569999999999998,434.667,2.126,2.7560000000000002,7.08,0.098,0.075,0.74,,,,,,,,,7934.0,2115565.0,41.263999999999996,0.155,17036.0,0.332,0.008,120.6,people tested,,,,,,,,,,50.46,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,8.29
237,KOR,Asia,South Korea,2020-09-14,22391.0,106.0,137.0,367.0,4.0,3.714,436.73400000000004,2.068,2.6719999999999997,7.1579999999999995,0.078,0.07200000000000001,0.76,,,,,,,,,7961.0,2123526.0,41.419,0.155,17048.0,0.33299999999999996,0.008,124.4,people tested,,,,,,,,,,50.46,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,
238,KOR,Asia,South Korea,2020-09-15,22504.0,113.0,130.857,367.0,0.0,3.286,438.93800000000005,2.204,2.552,7.1579999999999995,0.0,0.064,0.74,,,,,,,,,13742.0,2137268.0,41.687,0.268,16366.0,0.319,0.008,125.1,people tested,,,,,,,,,,50.46,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,
239,KOR,Asia,South Korea,2020-09-16,22657.0,153.0,130.571,372.0,5.0,3.714,441.92199999999997,2.984,2.5469999999999997,7.256,0.098,0.07200000000000001,0.78,,,,,,,,,15722.0,2152990.0,41.994,0.307,15327.0,0.299,0.009000000000000001,117.4,people tested,,,,,,,,,,50.46,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,
240,KOR,Asia,South Korea,2020-09-17,22783.0,126.0,123.429,377.0,5.0,3.8569999999999998,444.38,2.458,2.407,7.353,0.098,0.075,0.76,,,,,,,,,13394.0,2166384.0,42.255,0.261,14259.0,0.278,0.009000000000000001,115.5,people tested,,,,,,,,,,50.46,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,
241,KOR,Asia,South Korea,2020-09-18,22893.0,110.0,119.714,378.0,1.0,3.286,446.526,2.146,2.335,7.372999999999999,0.02,0.064,0.72,,,,,,,,,14578.0,2180962.0,42.538999999999994,0.284,13025.0,0.254,0.009000000000000001,108.8,people tested,,,,,,,,,,50.46,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,
242,KOR,Asia,South Korea,2020-09-19,22975.0,82.0,114.14299999999999,383.0,5.0,3.571,448.125,1.599,2.226,7.47,0.098,0.07,0.68,,,,,,,,,13495.0,2194457.0,42.803000000000004,0.263,12404.0,0.242,0.009000000000000001,108.7,people tested,,,,,,,,,,50.46,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,
243,KOR,Asia,South Korea,2020-09-20,23045.0,70.0,108.571,385.0,2.0,3.1430000000000002,449.49,1.365,2.1180000000000003,7.5089999999999995,0.039,0.061,0.69,,,,,,,,,7970.0,2202427.0,42.958,0.155,12409.0,0.242,0.009000000000000001,114.3,people tested,,,,,,,,,,50.46,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,9.55
244,KOR,Asia,South Korea,2020-09-21,23106.0,61.0,102.14299999999999,388.0,3.0,3.0,450.68,1.19,1.992,7.568,0.059000000000000004,0.059000000000000004,0.73,,,,,,,,,6626.0,2209053.0,43.086999999999996,0.129,12218.0,0.23800000000000002,0.008,119.6,people tested,,,,,,,,,,48.61,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,
245,KOR,Asia,South Korea,2020-09-22,23216.0,110.0,101.714,388.0,0.0,3.0,452.82599999999996,2.146,1.984,7.568,0.0,0.059000000000000004,0.79,,,,,,,,,12837.0,2221890.0,43.338,0.25,12089.0,0.23600000000000002,0.008,118.9,people tested,,,,,,,,,,48.61,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,
246,KOR,Asia,South Korea,2020-09-23,23341.0,125.0,97.714,393.0,5.0,3.0,455.264,2.438,1.906,7.665,0.098,0.059000000000000004,0.84,,,,,,,,,14482.0,2236372.0,43.62,0.282,11912.0,0.23199999999999998,0.008,121.9,people tested,,,,,,,,,,48.61,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,
247,KOR,Asia,South Korea,2020-09-24,23455.0,114.0,96.0,395.0,2.0,2.571,457.48699999999997,2.224,1.8719999999999999,7.704,0.039,0.05,0.82,,,,,,,,,11845.0,2248217.0,43.851000000000006,0.231,11690.0,0.228,0.008,121.8,people tested,,,,,,,,,,48.61,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,
248,KOR,Asia,South Korea,2020-09-25,23516.0,61.0,89.0,399.0,4.0,3.0,458.67699999999996,1.19,1.736,7.782,0.078,0.059000000000000004,0.74,,,,,,,,,12484.0,2260701.0,44.095,0.243,11391.0,0.222,0.008,128.0,people tested,,,,,,,,,,48.61,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,
249,KOR,Asia,South Korea,2020-09-26,23611.0,95.0,90.85700000000001,401.0,2.0,2.571,460.53,1.8530000000000002,1.7719999999999998,7.821000000000001,0.039,0.05,0.75,,,,,,,,,11136.0,2271837.0,44.312,0.217,11054.0,0.21600000000000003,0.008,121.7,people tested,,,,,,,,,,48.61,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,
250,KOR,Asia,South Korea,2020-09-27,23661.0,50.0,88.0,406.0,5.0,3.0,461.505,0.975,1.716,7.919,0.098,0.059000000000000004,0.71,,,,,,,,,5802.0,2277639.0,44.425,0.113,10745.0,0.21,0.008,122.1,people tested,,,,,,,,,,48.61,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,8.32
251,KOR,Asia,South Korea,2020-09-28,23699.0,38.0,84.714,407.0,1.0,2.714,462.246,0.741,1.652,7.938,0.02,0.053,0.73,,,,,,,,,5077.0,2282716.0,44.523999999999994,0.099,10523.0,0.205,0.008,124.2,people tested,,,,,,,,,,60.19,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,
252,KOR,Asia,South Korea,2020-09-29,23812.0,113.0,85.14299999999999,413.0,6.0,3.571,464.45099999999996,2.204,1.661,8.056000000000001,0.11699999999999999,0.07,0.82,,,,,,,,,10272.0,2292988.0,44.724,0.2,10157.0,0.198,0.008,119.3,people tested,,,,,,,,,,60.19,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,
253,KOR,Asia,South Korea,2020-09-30,23889.0,77.0,78.286,415.0,2.0,3.1430000000000002,465.952,1.5019999999999998,1.527,8.095,0.039,0.061,0.78,,,,,,,,,9415.0,2302403.0,44.908,0.184,9433.0,0.184,0.008,120.5,people tested,,,,,,,,,,60.19,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,
254,KOR,Asia,South Korea,2020-10-01,23952.0,63.0,71.0,416.0,1.0,3.0,467.181,1.229,1.385,8.113999999999999,0.02,0.059000000000000004,0.78,,,,,,,,,6003.0,2308406.0,45.025,0.11699999999999999,8598.0,0.168,0.008,121.1,people tested,,,,,,,,,,60.19,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,
255,KOR,Asia,South Korea,2020-10-02,24027.0,75.0,73.0,420.0,4.0,3.0,468.644,1.463,1.4240000000000002,8.192,0.078,0.059000000000000004,0.83,,,,,,,,,5376.0,2313782.0,45.13,0.105,7583.0,0.14800000000000002,0.01,103.9,people tested,,,,,,,,,,60.19,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,
256,KOR,Asia,South Korea,2020-10-03,24091.0,64.0,68.571,421.0,1.0,2.8569999999999998,469.892,1.248,1.337,8.212,0.02,0.055999999999999994,0.87,,,,,,,,,4790.0,2318572.0,45.224,0.09300000000000001,6676.0,0.13,0.01,97.4,people tested,,,,,,,,,,62.96,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,
257,KOR,Asia,South Korea,2020-10-04,24164.0,73.0,71.857,422.0,1.0,2.286,471.316,1.4240000000000002,1.402,8.231,0.02,0.045,0.95,,,,,,,,,5657.0,2324229.0,45.333999999999996,0.11,6656.0,0.13,0.011000000000000001,92.6,people tested,,,,,,,,,,60.19,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,6.3
258,KOR,Asia,South Korea,2020-10-05,24239.0,75.0,77.143,422.0,0.0,2.1430000000000002,472.779,1.463,1.505,8.231,0.0,0.042,1.01,,,,,,,,,5702.0,2329931.0,45.445,0.111,6745.0,0.132,0.011000000000000001,87.4,people tested,,,,,,,,,,65.74,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,
259,KOR,Asia,South Korea,2020-10-06,24353.0,114.0,77.286,425.0,3.0,1.714,475.00300000000004,2.224,1.507,8.29,0.059000000000000004,0.033,1.01,,,,,,,,,12765.0,2342696.0,45.693999999999996,0.249,7101.0,0.139,0.011000000000000001,91.9,people tested,,,,,,,,,,65.74,51269183.0,527.967,43.4,13.914000000000001,8.622,35938.373999999996,0.2,85.99799999999999,6.8,6.2,40.9,,12.27,83.03,0.9159999999999999,
